job_title,location,company,salary,rating,summary,city
People Operations Coordinator,"Atlanta, GA",Prokeep,57500.0,,You measure everything and use that data to improve and optimize systems and processes. We are looking for candidates who have been responsible for full-cycle…,Atlanta
Aerospace Engineer,"Hapeville, GA",US Department of Transportation,106421.0,4.1,Resolves all but unique technical problems without the intervention of management or a more experienced engineer. Designated or Random Drug Testing required.,Atlanta
Senior Financial Analyst,"Atlanta, GA 30305 (Buckhead area)",William Myers Group,92500.0,,"Personal protective equipment provided or required. Sanitizing, disinfecting, or cleaning procedures in place. Must have Bachelor's in Accounting / Finance.",Atlanta
Data Analyst- Public Policy,"Atlanta, GA 30303 (Downtown area)","Griffin & Strong, PC",55000.0,,"Acquire data from primary or secondary data sources and maintain databases/data systems. Technical expertise regarding data models, database design development…",Atlanta
Data Scientist - Nationwide Opportunities,"Atlanta, GA","Amazon Web Services, Inc.",114700.0,3.6,Experience in an ML engineer or data scientist role building and deploying ML models or hands on experience developing deep learning models.,Atlanta
Quality Engineer I,"Roswell, GA 30076",StimLabs,55000.0,,"Bachelor’s degree in a technical field, with at least five (3) years if Quality Engineering experience in an FDA regulated facility; or an appropriate…",Atlanta
Economist - local candidates only,"Atlanta, GA 30333",Berry Technology,65000.0,,Work collaboratively with data scientists to conduct research to support one or more disease areas and present results at internal meetings or external…,Atlanta
Deal Management Analyst II,"Atlanta, GA 30301 (Buckhead area)",Cox Automotive,56800.0,3.4,Source data internally & calculate variable inputs for modeling. 3+ years of business experience Required Financial analysis experience preferred.,Atlanta
"Big Data Engineer, Digital Innovation Team","Alpharetta, GA",CEDENT,82000.0,,CLIENT is seeking talented database engineers who will innovate and engineer solutions in the area of database technology. Terms of Hire: Full time.,Atlanta
Sr Data Scientist,"Atlanta, GA",CEDENT,117500.0,,"Creates insightful automated dashboards and data visualizations to track key business metrics, with initial emphasis on issuing business.",Atlanta
Regional Security Director,"Atlanta, GA 30344",Transportation Security Administration,161933.0,3.3,,Atlanta
ENVIRONMENTAL WATER TECHNICIAN,"Fulton County, GA","Fulton County, GA",51160.0,3.7,,Atlanta
eCommerce Analyst,"Marietta, GA 30066",Simplified IT Products,67500.0,,Technical aptitude and agility to learn database systems. 3-5 years in eCommerce or Digital Marketing. Experience with website testing or personalization…,Atlanta
Embedded Firmware Engineer,"Norcross, GA 30093",Emelody Worldwide Inc.,65000.0,,"Personal protective equipment provided or required. Mandatory BSEE, BSCS or equivalent. US Citizenship or Green Card (Required). C and C++: 3 years (Preferred).",Atlanta
Robotic Researcher/Scientist - Machine Learning / Deep Learning,"Peachtree Corners, GA 30071",Dorabot Inc.,105000.0,,"Good publication records, research papers published in well-known journals or top conferences. Personal protective equipment provided or required.",Atlanta
Communications Dispatcher,"Atlanta, GA","City of Atlanta, GA",35775.0,3.7,May complete maintenance requests for equipment needing service and/or repair. High school diploma or GED required; must be willing to perform shift work.,Atlanta
Pricing Analyst,"Atlanta, GA 30309 (Midtown area)",ModivCare,55855.0,,Query and manipulate data through Microsoft Access and/or other databases. Maintain accurate data reconciliation trends within established SOX controls.,Atlanta
Robotic Researcher/Scientist - Manipulation,"Peachtree Corners, GA 30071",Dorabot Inc.,95000.0,,"Good publication records, research papers published in well-known journals or top conferences. Personal protective equipment provided or required.",Atlanta
"Associate Director, Data Engineering","Alpharetta, GA",CEDENT,120000.0,,"Working knowledge of building out data marts, data warehouses, data lakes. 5-10 years of experience leading database engineering teams within the context of…",Atlanta
Senior C# Software Developer,,M-Tech Systems USA,100000.0,,"Degree in Computer Science or related discipline. M-Tech Systems offers competitive salaries, excellent benefits, a working atmosphere that encourages…",Atlanta
Research Analyst - Korean Bilingual,,ISEE Career Solutions,52500.0,,"M&A research: 1 year (Preferred). Responsible for tasks such as updating market data and managing subscriptions. Experience with Excel, PowerPoint and etc.",Atlanta
CPT Students,"Alpharetta, GA","Prolific Technologies, Inc.",61000.0,,Cumulative GPA of 2.8 or above. Experience with designing secure applications and data protection. AI/ML Scientist / Data scientist.,Atlanta
Internal Auditor,"DeKalb County, GA","DeKalb County, GA",61444.5,3.5,"Researches, compiles, and/or monitors statistical or other data pertaining to department and/or program operations; summarizes data, performs routine data…",Atlanta
Financial Planning and Analysis Analyst -Americas,"Atlanta, GA 39901",FieldCore,116522.0,3.7,"Implement automated methods of reporting and data collection where manual processes currently exist. Collect, analyze and organize data appropriately by…",Atlanta
Financial Services Analyst,"Atlanta, GA 30303 (Downtown area)",Atlanta Regional Commission,66745.0,4.4,"Bachelor’s degree in business or public administration, accounting, finance or related field. Perform account and data reconciliations; identify issues and…",Atlanta
Manufacturing & Mechanical Design Engineer,"Duluth, GA 30096",Primero Games,61500.0,3.5,Work closely with other mechanical and electrical engineers in a research and development environment. Experience in SolidWorks or similar 3D CAD software.,Atlanta
Parish/Church Administrator,"Atlanta, GA 30329",St. Bartholomew's Episcopal Church,42000.0,,"Personal protective equipment provided or required. An associate or technical degree in a related field i.e., administration, communications, or equivalent…",Atlanta
Annual Giving Coordinator,"Atlanta, GA 30313 (Downtown area)",Georgia Tech Alumni Association,40000.0,4.2,Knowledge of Blackbaud or other CRM systems. Familiarity with iModules or other mass email platforms. Higher education or non-profit fundraising: 2 years …,Atlanta
IT Field Engineer,"Tyrone, GA 30290","Century Solutions Group, Inc.",62500.0,1.3,College diploma or university degree in the field of computer science and/or 3-4 years equivalent work experience. Provide timely and qualitative support.,Atlanta
Windows Solution Technician III,"Marietta, GA 30067","Aptonet, Inc",80000.0,,"Participate in projects with high operational, tactical, technical or business impact. Associates or bachelor’s degree. High school or equivalent (Preferred).",Atlanta
"Analyst/Senior Analyst, Digital Success Experience","Atlanta, GA",Salesforce,66000.0,4.3,Conducts and reports on data analysis. Makes recommendations based on data insights. Salesforce.com and Salesforce.org will not pay any third-party agency or…,Atlanta
Financial BI Analyst,"Atlanta, GA 30328",Symmetry Lending,85000.0,4.1,"This may include current or past job history or compensation data. For security or the prevention, detection, or investigation of fraud, suspected or actual…",Atlanta
Board Certified Behavior Analyst (BCBA),,"Family Ties, Inc.",77190.5,,∙ Manage data regarding the client’s progress. ∙ Willingness to accept supervision and guidance & remedy any identified deficits or weaknesses.,Atlanta
Medical Director,,"Life Solutions South, LLC",288730.5,,"Provides individual, group or family therapy as needed. Sanitizing, disinfecting, or cleaning procedures in place. Job Types: Full-time, Contract.",Atlanta
Senior Automation Engineer,,"SoftWear Automation, Inc.",112500.0,,With 5+ years of experience as a hands-on Controls Engineer or Robotics Engineer working on automation and/or electromechanical systems.,Atlanta
NOTORA : RF Analyst,"Alpharetta, GA",Centerline Communications Llc,50000.0,3.2,"RF Analyst to visit venues for benchmark data, ATP data collection, and/or CW testing. Associate’s in Wireless/RF/Telecommunications/Electrical Engineering or…",Atlanta
Senior Labor Management Engineer,,TZA,85000.0,2.3,"Experience in MSSQL or similar enterprise RDBMS a plus. Experience with Time Study, MSD, MOST or MTM. Analyze customer operations to define data interface…",Atlanta
Microbiologist IV,,Weems Design Studio,75000.0,,Conduct data entry of results and support database curation. B.S or M.S. degree in molecular biology or microbiology. Only full-time employees eligible.,Atlanta
Research Analyst,"Jacksonville, FL",FSCJ,34896.0,4.4,"An analyst supports the development and dissemination of analytical data related to academic programs, strategic planning, accreditation, and enrollment trends.",Jacksonville
Financial Management Analyst,"Jacksonville, FL",US Department of the Navy,61447.5,4.3,Certain current or former term or temporary federal employees of a land or base management agency. You will perform or advise on all phases or systems of budget…,Jacksonville
Research Analyst,"Jacksonville, FL 32202 (Downtown area)",Florida State College at Jacksonville,34896.0,4.1,"An analyst supports the development and dissemination of analytical data related to academic programs, strategic planning, accreditation, and enrollment trends.",Jacksonville
Management Assistant (OA),"Jacksonville, FL",US Department of the Army,45207.0,4.3,Consolidate budgetary data from forms or worksheets and enters data in proper format on similar schedules. Certain current or former term or temporary federal…,Jacksonville
Executive Director - School Police,"Jacksonville, FL 32207 (Southside area)",Duval County Public Schools,135000.0,3.4,"Education: Master’s degree in law enforcement or criminology from an accredited college or university. Responds to school needs, administrator and principal…",Jacksonville
Engineer,"Jacksonville, FL 32218 (Oceanway area)",Jacksonville Aviation Authority,81578.0,4.2,Reviews the work of consulting engineers and architects. 5 years of project and/or construction management experience. Experience with public agency projects.,Jacksonville
Premium Auditor,"Jacksonville, FL",NEIS Inc.,50000.0,3.6,"Examine the policyholder's records, gather data to determine correct classifications for business activities and write an effective description of operations.",Jacksonville
Engineer Specialist I,"Jacksonville, FL 32218 (Oceanway area)",The State of Florida,37952.0,3.5,"Male applicants born on or after October 1, 1962, will not be eligible for hire or promotion unless they are registered with the Selective Services System (SSS)…",Jacksonville
INTERDISCIPLINARY GENERAL ENGINEER/ARCHITECT,"Naval Air Station Jacksonville, FL",US Department of the Navy,125216.5,4.3,Certain current or former term or temporary federal employees of a land or base management agency. Your resume must demonstrate at least one year of specialized…,Jacksonville
Endowment Analyst,"Jacksonville, FL 32224 (Sans Pareil area)",University of North Florida,40000.0,4.2,A Master’s degree from a regionally accredited college or university in a directly related area of specialization; or a Bachelor’s degree from a regionally…,Jacksonville
Dot Net Developer,"Jacksonville, FL 32256",SDH Systems,81931.0,,"Works on the most complex problems where analysis of situations or data requires an evaluation of intangible variance factors. Net, Asp.Net, MVC, and Web API.",Jacksonville
NETWORK SECURITY ANALYST,"Jacksonville, FL 32202 (Downtown Jacksonville area)",Jacksonville Sheriff's Office,83539.0,3.9,"Conduct research, analysis, and correlation across a wide variety of all source data sets (indications and warnings). Document and escalate incidents if needed.",Jacksonville
Financial Analyst,"Jacksonville, FL",Computershare,68885.5,3.4,"Preferred: • MBA or Master’s in Finance, Economics or similar discipline. Sedentary work: Exerting up to 10 pounds of force occasionally and/or a negligible…",Jacksonville
Supervisory Intedisciplinary,"Jacksonville, FL",US Department of the Army,105965.0,4.3,Certain current or former term or temporary federal employees of a land or base management agency. This position has a Temporary Duty (TDY) or business travel…,Jacksonville
GOVERNMENT OPERATIONS CONSULTANT II - 64007090,"Jacksonville, FL 32207 (Spring Park area)",The State of Florida,38660.0,3.5,"The incumbent in this position is considered to have regulatory responsibilities in that s/he shall determine a regulated entity’s compliance with federal,…",Jacksonville
Admissions Coord,"Jacksonville, FL 32224 (Sans Pareil area)",University of North Florida,31000.0,4.2,Basic knowledge of word processing and database accessing. A Master’s degree from a regionally accredited college or university in a directly related area of…,Jacksonville
School Psychologist,"Jacksonville, FL 32207 (Spring Park area)",Duval County Public Schools,63101.0,3.4,Education: Specialist degree or equivalent from an accredited college or university. Ability to conduct data analysis. Knowledge of general child development.,Jacksonville
Data Architect - Data Lake & Analytics - Nationwide Opportunities,"Jacksonville, FL","Amazon Web Services, Inc.",108900.0,3.6,"Demonstrated industry efficiency in the fields of database, data warehousing or data sciences. · Bachelor’s degree, in Computer Science, Engineering,…",Jacksonville
"Principal Data Architect, Data Warehousing & MPP","Jacksonville, FL","Amazon Data Services, Inc.",122300.0,3.6,"These professional services engagements will focus on customer solutions such as data warehousing, business intelligence and advanced analytics.",Jacksonville
CIVIL ENGINEER (STRUCTURAL),"Naval Air Station Jacksonville, FL",US Department of the Navy,105234.0,4.3,"Overtime or night differential pay and/or unusual duty hours may be required. GS-13: In addition to the Basic Requirements for this position, your resume must…",Jacksonville
ARCHITECT/FIRE PROTECTION ENGINEER/CIVIL ENGINEER/MECHANICAL ENGINEER/ELECTRICAL ENGINEER,"Naval Air Station Jacksonville, FL",US Department of the Navy,103302.0,4.3,Your resume must demonstrate at least one year of specialized experience at or equivalent to the GS-11 grade level or pay band in the Federal service or…,Jacksonville
Senior Data Analyst (5942),"Jacksonville, FL",Lutheran Services Florida,52500.0,3.3,"Design, develop and maintain data models ensuring data cardinality, data relationship and data quality. Design, develop and support business Intelligence data…",Jacksonville
Investment Analyst,"Ponte Vedra Beach, FL 32082","Boutique Investment Advisor - Ponte Vedra Beach, F...",60000.0,,"The analyst will also assist in the research process by gathering, cleaning and presenting data as well as generating research to support and validate a given…",Jacksonville
Remote-Data Migration Software Engineer,"Jacksonville, FL",Trinity Group Incorporated,103000.0,,Experience with Application and/or database migration projects. Programming experience with Java or Javascript or similar.,Jacksonville
Salesforce Business Analyst,"Jacksonville, FL 32205 (Murray Hill area)",HipTen,82500.0,,"Document business process/data flows. Create/update data dictionary, data modeling and flow diagrams as needed. Build custom reports, dashboards, and workflows.",Jacksonville
SBA/Commercial Loan Underwriter/Junior Credit Analyst,"Jacksonville, FL",FFCFC,50000.0,,Preferred Education: 2-year associates or 4 year degree in Accounting or Finance. Florida First Capital Finance Corporation- A Florida Statewide Certified…,Jacksonville
Real Estate Administrator,"Jacksonville, FL 32256 (Deerwood area)",DJ & Lindsey Team,45000.0,,"You’ll manage all aspects of the real estate transaction process from processing sales in our database, to auditing and maintaining the related transactions…",Jacksonville
Night Shift Process Engineer,"Jacksonville, FL 32221 (Normandy Estate area)",JINKO SOLAR U.S. INDUSTRIES INC.,55000.0,,High school diploma or equivalent. Assist in the testing and/or launching new products or in the use of new materials. Proficiency level of mastery for Excel.,Jacksonville
Mechanical Engineer I,"Jacksonville, FL 32221 (Normandy Estate area)",JINKO SOLAR U.S. INDUSTRIES INC.,57500.0,,"Maintain historical equipment data and track maintenance schedules. Engineering degree from ABET accredited college, electrical or mechanical engineering majors…",Jacksonville
Regional Vice President - Aircraft Sales & Acquisition (Southeast),"Jacksonville, FL",Leviate Air Group,400000.0,,"Bachelor's Degree or equivalent in Business, Engineering, Aviation or Finance. Maintain market intelligence information for assigned territory.",Jacksonville
Field Public Adjuster (Sales),"Jacksonville, FL",Noble Public Adjusting Group,41600.0,,Adjusting or Negotiating: 1 year (Preferred). Obtains and provides territory information regarding market intelligence and penetration.,Jacksonville
Senior RPA Developer - UIPath - Remote in Florida,"Jacksonville, FL 32202 (Downtown Jacksonville area)",Citizens Property Insurance,97500.0,3.4,Automate existing manual or paper processes to defined workflow processes and enhance the processes by adding process intelligence and decision-making…,Jacksonville
Software Quality Assurance Analyst,"Jacksonville, FL 32216 (Southpoint area)",AdTheorent,68000.0,,4+ years of QA Analyst or related software testing experience. Experience or familiarity with object-oriented programming languages (Java experience is a plus).,Jacksonville
Full Stack Developer - MUST BE A FL RESIDENT,"Jacksonville, FL","24 DATA, Inc.",87500.0,4.3,Develop new plugins and/or third party integrations. Bachelor’ s degree in Computer Science or equivalent work experience. Working knowledge of CMS framework.,Jacksonville
Front End Developer,"Jacksonville, FL 32216 (Southpoint area)",AdTheorent,69000.0,,Work with our back-end developers to leverage data to create amazing front end applications. The Company’s machine learning technology combines trillions of…,Jacksonville
Business Development Representative,"Jacksonville, FL 32258 (Del Rio area)",DataBrains,50000.0,,Experience using Hubspot or Outreach.io a plus. Business intelligence: 1 year (Preferred). Frequent periods are spent standing or sitting in the same location…,Jacksonville
IT Help Desk Manager - MSP Experienced,"Jacksonville, FL",INVAR Technologies,60000.0,4.0,"Continually analyze Help Desk business unit data to seek improvements in efficiency and productivity. Make hiring, discharge or discipline decisions for Help…",Jacksonville
Systems Engineer/Architect,"Jacksonville, FL","E-Logic, Inc.",97500.0,,Assist portfolio managers in the development of a single repository for portfolio data with the ability to align that data to the business of the community.,Jacksonville
Senior Systems Engineer,"Jacksonville, FL","PaySpan, Inc",104677.0,2.8,Bachelor’s degree (B.A.) from a four-year college or university; or five+ years related experience and/or training; or equivalent combination of education and…,Jacksonville
Human Resources Generalist,"Jacksonville, FL 32202 (Downtown area)",Jacksonville HA,47443.0,,"Can present numerical data orally and in writing or through graphics. EDUCATION – Bachelor’s Degree in business administration, management, human resource or…",Jacksonville
Electrical Estimator-Multifamily,"Jacksonville, FL",All United Contracting Inc,67000.0,,Education: Four-year business or engineering degree or equivalent experience: High school or equivalent (Preferred). 401K invested at day one.,Jacksonville
Community Manager,"Jacksonville, FL",Rent Sons,32500.0,,Personal protective equipment provided or required. The Community Manager (CM) is the key driver and relationship builder of a local Community.,Jacksonville
Construction Project Manager,"Jacksonville, FL 32224 (Beach Haven area)",Sandifer Design Build Remodel,65000.0,,High school or equivalent (Preferred). Review plans and production packages for completeness; accept or reject them for production.,Jacksonville
Sales Account Manager,"Jacksonville, FL 32207 (Spring Glen area)",Optiview USA,60000.0,,"Personal protective equipment provided or required. Great hours - No nights or weekends required. Sanitizing, disinfecting, or cleaning procedures in place.",Jacksonville
"RF Application Technician-Marietta, GA","Jacksonville, FL",TRS,70000.0,,"Reviewing any measurement data obtained for overall integrity, ensuring QA, and preparing any necessary reports or documentation for customers. *.",Jacksonville
IT Help Desk Manager in MSP,"Jacksonville, FL",INVAR Technologies,47500.0,4.0,"Continually analyze Help Desk business unit data to seek improvements in efficiency and productivity. Make hiring, discharge or discipline decisions for Help…",Jacksonville
Associate Director - Commercial Real Estate Broker,"Jacksonville, FL 32256 (Deerwood Center area)",Prime Realty,75000.0,4.3,"3 to 5 years commercial real estate brokerage or similar sales experience preferred. The Associate will actively market property, service their customers, and…",Jacksonville
Data Engineer/ ETL Developer,"Chicago, IL 60604 (Loop area)",SDH Systems,81931.0,,"Documents data flow diagrams, security access, data quality and data availability across all business systems. Work Schedule: Full Time, 40 Hours/Week.",Chicago
Business Consultant/Analyst,"Chicago, IL",AssetMark,112878.5,3.6,"Financial services, practice management and / or business consulting experience preferred. Participate in business consulting learning / training opportunities.",Chicago
Jr. Business Analyst,"Chicago, IL",Kani Solutions,77500.0,,Maintain the storage and retrieval of all project communications data and business metrics. Establish and document business processes.,Chicago
Data Engineer (USC or GC),"Chicago, IL",SageBeans RPO,145000.0,,Azure DBT or similar cloud data warehouse/data lakehouse experience. Azure DBT or similar cloud data warehouse : 5 years (Required).,Chicago
Business Analyst,"Chicago, IL",Chicago Transit Authority,65000.0,3.6,"Financial, data analysis or report creation experience preferred. Analyzes data using standard statistical methods, prepares narrative analysis and conclusions,…",Chicago
Arity-Senior Data Scientist - (Remote-Home Based Worker),"Chicago, IL",Allstate,100000.0,3.7,2 or more years of experience applying data science and analytics techniques to solve business problems. Working closely with data engineers and actuaries to…,Chicago
Data and Operations Analyst,"Chicago, IL",Network for Young Adult Success,55000.0,,"Training of database users, while growing data driven approach across the organization; Data analysis skills- ability to manipulate data and discern patterns…",Chicago
Data Scientist,"Chicago, IL","Vertical Trail, LLC",120253.0,,Working cross-functionally with internal and client leadership teams to leverage data to drive business solutions. Our Data Scientist will be responsible for:,Chicago
Business Analyst (Insurance),"Chicago, IL",L&T Infotech,110000.0,3.7,Understanding the technology behind the data warehouse and be able to translate business requirement to developers. May be required to query data using SQL.,Chicago
Database Developer,"Chicago, IL 60601 (Loop area)",SDH Systems,81931.0,,May lead functional teams or projects or decisions to support business needs for reporting and insights. Lead projects and junior analyst.,Chicago
Developer - Business Intelligence (Principal Consultant #1773),"Cook County, IL",State of Illinois,72308.0,3.8,Participates on business intelligence development team engaged in a wide range of data analytics and metrics optimization for agency's data warehouse projects.,Chicago
Data Engineer – Specialty Analytics,"Northbrook, IL","Data Science Works, Inc",105000.0,,"\* Capability to assess existing available data, identify data gaps, and collaborate with business partners to develop approaches to close data gaps.",Chicago
Administrative Coordinator,,O2M Technologies,59500.0,,"Personal protective equipment provided or required. A good fit for applicants with gaps in their resume, or who have been out of the workforce for the past 6…",Chicago
EBX Developer,"Chicago, IL 60606 (Loop area)",Molex,115000.0,3.6,Apply data governance for master data through data coordination and integration to ensure efficient processes and consistent data flows to business and…,Chicago
Assistant Analyst,"Evanston, IL 60201 (West End area)",JSO Valuation Group,42500.0,,High school diploma or higher. Ability to manipulate minor analysis and research. Research and analyze market and submarket data that is used to assist…,Chicago
Senior Business Operations Analyst,"Chicago, IL","Jio, Inc.",70000.0,,"You have 2-5 years experience in a business operations-related field (product operations, SaaS operations, data analysis, business operations, accounting,…",Chicago
Analyst,"Chicago, IL",Chicago Transit Authority,70000.0,3.6,"Bachelor’s degree in Logistics, Mathematics, Urban Planning, Engineering and Geography or similar field of study and/or significant experience in Scheduling or…",Chicago
Product Development Engineer,"Chicago, IL 60607 (West Town area)",Leapfrog Brands,79500.0,,"Personal protective equipment provided or required. Sanitizing, disinfecting, or cleaning procedures in place.  Coordinate 3rd party product testing.",Chicago
Senior Business Intelligence Analyst (Claims),"Chicago, IL",Hiscox Insurance,102500.0,,"Create data views and own data quality. This role is a mix of data science, engineering and business analytics. Partner with business to solve problems.",Chicago
Senior Data Engineer,"Chicago, IL 60601 (The Loop area)",JLL,85000.0,3.8,"Experience handling un-structured data, working in a data lake environment, leveraging data streaming and developing data pipelines driven by events/queues.",Chicago
Business Systems Analyst,"Chicago, IL 60606 (Loop area)",Koch Business Solutions,77500.0,3.6,"Critically think through requirements and data to solve business needs, applying good economic thinking to solutions. High School Diploma or GED.",Chicago
Business Analyst,"Chicago, IL 60605 (The Loop area)",Dynamic Inc.,60000.0,,"5+ years in business analysis experience with projects of various sizes and complexity, or the equivalent combination of education and experience.",Chicago
Senior Business Analyst,,Nippon Paint Automotives of Americas formerly NB Coatings,78000.0,,"College diploma or university degree in computer science, computer information systems, or management information systems, and/or 5-8 years equivalent work…",Chicago
Research Specialist - Remote,"Chicago, IL","Proactive Worldwide, Inc.",47500.0,,Experience in market research/competitive intelligence desired. Compose research deliverables including qualitative and quantitative intelligence findings that…,Chicago
Financial Analyst I – Investments,"Chicago, IL 60601 (The Loop area)",Illinois Housing Development Authority,83484.5,3.7,Maintains the integrity of business activities/transactions throughout the entire business process and supports business continuity practices applicable to the…,Chicago
Financial Analyst,"Northbrook, IL",Allstate,57000.0,3.7,"Bachelor’s degree or equivalent experience. Isolate key drivers, quantify impacts, and forecast implications to the business. 0-2 years of related experience.",Chicago
Business Intelligence (BI) Solutions Architect,,Bunzl Retail Services,125000.0,,Be passionate about solving business problems with data-driven solutions. 3 years of experience of architecting solutions for business intelligence applications…,Chicago
Commercial Real Estate - Financial Analyst,"Chicago, IL 60611 (Near North area)","Parking Advisors, Inc.",56000.0,,"Economics - An understanding of business principles, with the ability to interpret and analyze financial data. A bachelor’s degree is required.",Chicago
Data Warehouse and Visualization Analyst,"Chicago, IL 60661 (Near West Side area)",All Chicago Making Homelessness History,52800.0,,"Strong knowledge of the fundamentals of data warehouse, and experience supporting and developing data warehouses. STATUS: Exempt, salaried, full-time.",Chicago
ETL Developer,"Chicago, IL 60604 (Loop area)",SDH Systems,80912.0,,"Documents data flow diagrams, security access, data quality and data availability across all business systems.",Chicago
Forensic Biomechanical Engineer,"Chicago, IL 60607 (West Loop Gate area)","ARCCA, Incorporated",100000.0,4.0,"Personal protective equipment provided or required. Ph.D. in Biomedical or Biomechanical Engineering, required. Review supporting medical and hospital records.",Chicago
Senior Data Engineer,"Chicago, IL 60640 (Ravenswood area)",Gametime,147500.0,,Familiarity with business intelligence/analytics tools like Tableau or Periscope Data. Collaborate with our data scientists to productionize their models.,Chicago
Database Administrator,"Des Plaines, IL 60018",National Insurance Crime Bureau,95000.0,4.4,"5+ years of experience with, data migration tools, data integration, data warehousing, database design and SQL database / coding SQL Server , ETL.",Chicago
Machine Learning Engineer,"Chicago, IL 60616 (Bronzeville area)","Prenosis, Inc.",115000.0,,"Expert in Python or R. Collaborate with product, data science, engineering, and business development people to refine existing products and build new products.",Chicago
Data Engineer,,CyberCoders,100000.0,3.3,Enhancing the data pipeline and platform using architectural and design patterns such as data lake. Collaborating with data scientists to implement AI and…,Chicago
Project Developer/Engineer,"Munster, IN","Steam Management, Inc.",75000.0,,The developer is also responsible for modeling budgeted costs and savings impacts. Maintain filing of information and data of generated proposals.,Chicago
Program Support Analyst - SQL,,City Staffing,57500.0,4.3,"Experience with one or more of Power BI, SQL Server Management Studio or SQL Server Report Services preferred. Perform testing and quality assurance.",Chicago
Senior Business Analyst,"Lansing, IL 60438",Nippon Paint Automotives of Americas formerly NB C...,78000.0,,"College diploma or university degree in computer science, computer information systems, or management information systems, and/or 5-8 years equivalent work…",Chicago
Senior Data Scientist / Engineer,,"AMI Group, LLC",130000.0,,The Senior Data Scientist assists in overseeing the activities of the data analyst(s) and provides advanced expertise and guidance on statistical and…,Chicago
Senior Product Designer,,CareAdvisors,95000.0,,At least 5 year(s) of experience working as a Product Designer or UX/UI Designer or similar roles. Collaborate with the product manager and the designer to…,Chicago
Sr. Business/Research Analyst - Remote Opportunity,,"Proactive Worldwide, Inc.",85000.0,,Experience with Tableau or other data visualization tools is a plus. Lead the analysis of research findings to identify key business and operational insights…,Chicago
Settlement Analyst,,Celero Commerce,45000.0,,Liaison with customer service & risk analyst as this role works closely with Customer Service and Risk analysts to manage the ticket process.,Chicago
Business Development Representative,"Chicago, IL 60603 (The Loop area)",BMI Mergers & Acquisitions,80000.0,,"2 or more years of experience in a; business development, sales, marketing, or admin role. In addition to being a tenacious business developer, this position…",Chicago
IT Business Development Representative,"Chicago, IL",Progent Corp.,72001.0,4.0,Generating and articulating key components of service engagement proposals which tie business requirements/needs to unique company deliverables.,Chicago
Business Consultant,"Chicago, IL",Samex LLC,115000.0,,"Advertising, B2B Sales, SaaS, Digital Marketing, or outside sales background is helpful. Compensation: * To keep the earnings of our business consultant…",Chicago
Robotics Engineer,"Woodridge, IL 60517",IRIS Custom Solutions LLC,72500.0,,"Sanitizing, disinfecting, or cleaning procedures in place. Our engineers are involved in all aspects of projects, including Machine Vision Implementation, PLC…",Chicago
Analyst – Linen Utilization Manager,"Chicago, IL",Healthcare Linen Services Group,50000.0,2.6,Ability to review inaccurate or below standard data to determine root cause and root cure. Must be able to generate standard and custom reports summarizing…,Chicago
Business Intelligence (BI) Solutions Architect,"Morton Grove, IL 60053",Bunzl Retail Services,125000.0,,Be passionate about solving business problems with data-driven solutions. 3 years of experience of architecting solutions for business intelligence applications…,Chicago
Avail - Trust and Safety Analyst,"Northbrook, IL",Allstate,64700.0,3.7,"2-4 years Trust and Safety or related experience in retail loss prevention, investigations or security project management.",Chicago
Senior Data Engineer,"Chicago, IL 60601 (The Loop area)","Amount, Inc",130000.0,,"Amount is looking for Senior Data Engineers to help us build a robust and scalable data platform to support ETL, reporting, and data analysis as our business…",Chicago
Data Engineer – Specialty Analytics Advisor,"Northbrook, IL","Data Science Works, Inc",105000.0,,"∙ 1+ years of experience in healthcare data analysis constructing analytical and reporting solutions to business problems, including experience with special…",Chicago
Data Scientist - Nationwide Opportunities,"Chicago, IL","Amazon Web Services, Inc.",114700.0,3.6,Experience in an ML engineer or data scientist role building and deploying ML models or hands on experience developing deep learning models.,Chicago
Entry Level Java Developer,"Chicago, IL",FIABLE CONSULTING INC,93543.0,,"Relational database structures and queries for efficient update and retrieval of data. Designing, developing and implementing web-based Java application to…",Chicago
Risk Analyst,"Deerfield, IL 60015",BKS/Rosenthal Brothers,41500.0,,Complies with agency management system data standards and data integrity (enters and maintains complete and accurate information);,Chicago
Purchasing Analyst,"Chicago, IL 60617 (South Chicago area)",Paket Corporation,50000.0,2.4,"O Analyze data points within the ingredient database to identify and predict pricing trends for ingredients, vendors, manufacturers, etc.",Chicago
Programmer Analyst - #19-38,"Chicago, IL 60601 (The Loop area)",Office of the Illinois Attorney General,47910.0,3.7,"Requires a bachelor’s degree in computer science or a related discipline of two years, or an equivalent combination of training and experience.",Chicago
PROJECT STRATEGY MANAGER,"Chicago, IL 60653 (Bronzeville area)",City of Chicago,75408.0,4.1,"Disclaimer – “Accredited” means any nationally or regionally accredited college, university, or law school where the applicant is enrolled in or has completed…",Chicago
SQL Developer,"Chicago, IL 60601 (New Eastside area)",SDH Systems,80912.0,,Writing relational and multidimensional database queries. Identify and resolve data reporting issues in a timely fashion. Create Macros for Excel reports.,Chicago
Associate Analyst,"Chicago, IL",AZUL PARTNERS,67500.0,,"2-3 years of experience in technology-oriented consulting, management consulting, product management or market analyst/research; preferably with B2B enterprise…",Chicago
Financial Analyst,,IIT Research Institute,60000.0,4.3,Strong interpersonal skills and the ability to collaborate with business operations team members and across all research related divisions.,Chicago
