job_title,location,company,salary,rating,summary,city
Senior QA Engineer,"Jacksonville, FL 32216 (Southpoint area)",ITEL Laboratories Inc.,37.5,2.8,"Preferred experience with Java, Appium and/or Selenium, Bitbucket or Github. Engineering expert that can reverse engineer the most difficult defects, UX issues,…",Jacksonville
Registered Behavior Technician (RBT),"Jacksonville, FL","Paper Airplane Behavioral Services, PA",21.0,,"Personal protective equipment provided or required. High school or equivalent (Preferred). Sanitizing, disinfecting, or cleaning procedures in place.",Jacksonville
Registered Behavior Technician (RBT),"Ponte Vedra Beach, FL 32082",Mandala Family Wellness,20.0,,"Collects and records data based on observable client behavior. Bachelor’s degree in psychology, education or allied discipline is required.",Jacksonville
Bilingual Customer Service Representative,"Jacksonville, FL",City Facilities Management (FL) LLC,16.0,2.5,High School Diploma or equivalent. Knowledge of or experience in retail/customer service. Previous help desk or call center experience is not required.,Jacksonville
Club Administrative Assistant,"Saint Johns, FL",Boys & Girls Clubs of Northeast Florida Inc.,13.5,,Two-years of business or related courses preferred. High School diploma or GED. High degree of emotional intelligence. Experience working with youth is a plus.,Jacksonville
Java Developer,"Jacksonville, FL 32209 (Mid-Westside area)",Calypso Way,47.5,,"BS in Computer Science 5+ yrs experience or MS 3+ yrs experience. Comfortable enough in handling algorithms, data structures, Data collections and system…",Jacksonville
Sr. Test Automation Engineers / SDET Consultant On W2,"Jacksonville, FL",Digital Dhara,40.5,,"Must-Have Skills: 8+ years of experience, end to end automation, Cucumber and Gherkin experience.*. Knowledge of SDLC (Software development life cycle).",Jacksonville
Electronic Device Monitor,"Jacksonville, FL 32254 (Commonwealth area)",Bridges Of America The Jacksonville,12.0,,"Report all Workers Compensation injuries, whether or not they require medical attention or not, to you immediate supervisor, the Business Administrator or the…",Jacksonville
Principal Software Engineer,"Jacksonville, FL","PaySpan, Inc",58.5,2.8,"Bachelor’s degree in technology, MIS or computer science, or 10 years of equivalent work experience. In this role the applicant will plan and develop the…",Jacksonville
Behavior Therapist for ABA therapy Needed,"Jacksonville, FL 32223 (Julington Creek area)",Beacon Pediatric Behavioral Health,17.0,,"Preference given to applicants with at least 1 year of experience working with children and/or adolescents in a care-taking, mentoring, therapeutic, or teaching…",Jacksonville
Clinical Psychologist,"Jacksonville, FL",Total Life Therapy,80.0,,"Valid state license as a Clinical Social Worker (or state equivalent), Clinical Psychologist or Psychiatrist. Weekly consultation meetings with other therapists…",Jacksonville
Bilingual Call Center Representative,"Jacksonville, FL 32256 (Royal Lakes area)",Tax Defense Network LLC,14.0,3.5,Some functions may exclude individuals who pose a direct threat or significant risk to the health and safety of themselves or others. On-site gym and cafe.,Jacksonville
Registered Behavior Technician (RBT) for ABA therapy,"Jacksonville, FL 32223 (Julington Creek area)",Beacon Pediatric Behavioral Health,17.0,,"Preference given to applicants with at least 1 year of experience working with children and/or adolescents in a care-taking, mentoring, therapeutic, or teaching…",Jacksonville
Business Analyst,"Chicago, IL",First Notch Technology LLC,31.5,,Using and applying a variety of data modelling techniques. Project related various business and technical documentation and specification.,Chicago
Data Engineer,"Chicago, IL (Near North area)",Intuites,43.5,,"Develop solutions leveraging cloud big data technology to ingest, process and analyze large, disparate data sets to exceed business requirements.",Chicago
"Data Analyst!!! Chicago, IL","Chicago, IL",Excellent Pro,47.5,,Analysis of source system data to be provided to Business for requested business scenarios. Responsible for gathering and understanding of business needs and…,Chicago
Data Visualization Developer,"Chicago, IL 60602 (The Loop area)",Mission Measurement,40.0,,"The candidate must have Proficient (1+ year) development experience in PowerBI (preferred), Tableau or other data visualization software.",Chicago
Department Assistant - Investments,"Chicago, IL 60601 (The Loop area)",Illinois Housing Development Authority,16.5,3.7,"Assist Assistant Director, Finance and /or Financial Analysts with data entry. Supports financial analysts with their compliance and monitoring, and the…",Chicago
Business Systems Analyst,"Chicago, IL 60602 (The Loop area)",Resource Solutions in partnership with JP Morgan C...,57.5,,"Understanding of Financial and Banking applications or related business experience. Proficient in knowledge of business applications, data usage and word…",Chicago
Sr SQL Database Developer,"Chicago, IL 60007",Excellent Pro,52.5,,"Must have at least 8 years of experience in DB Design, architecture and migration. Must have strong experience in Database andElastic Search Development.",Chicago
Data Coordinator (Summer),"Chicago, IL 60615 (Hyde Park area)",MAPSCorps,16.0,4.1,"Data Coordinators are graduate, undergraduate, or recently graduated individuals who process data to ensure data quality.",Chicago
Investigative Support Analyst-Call Center (ISA I-A),"Chicago, IL 60607 (South Loop area)",The West River Group,27.0,,Ability to perform the appropriate analytical techniques or methods; Ability to support complex criminal and/or civil investigations;,Chicago
Junior Analyst,"Chicago, IL",IRI,15.0,3.6,"Ability to type rapidly and accurately, both numerical and text data. Ability to learn and effectively use one (or more) of IRI’s proprietary information…",Chicago
Data Engineer,"Westmont, IL 60559",Nexgen Packaging LLC,45.5,,"Analyze business requirements, identify data source and design data integration. Develop, maintain and document data model, data dictionary and data flow…",Chicago
Level 1 Service Desk Analyst,"Chicago, IL",Bee data Technology,24.0,,"Small amounts of hardware troubleshooting – mostly application troubleshooting - TeamViewer experience for virtual troubleshooting, or similar virtual…",Chicago
Accounts Receivable,"Chicago, IL 60609 (Back of the Yards area)",Evans Food Group,21.5,,"Personal protective equipment provided or required. High school or equivalent (Preferred). Sanitizing, disinfecting, or cleaning procedures in place.",Chicago
Principal Database Administrator,"Chicago, IL",Highland Principals,77.5,,Proactively monitors database trends and acts to improve database systems and processes. Contribute to design and development of extensible/sustainable/quality…,Chicago
Summer Teen Intern,"Chicago, IL 60605 (South Loop area)",Adler Planetarium,15.0,3.7,"This position requires candidates to be curious about science, technology, or museums; enthusiastic about interacting with Adler visitors, staff, and peers; and…",Chicago
Board Certified Behavior Analyst- Local Applicants Only,,Amys ABA Therapy Services,60.0,5.0,"Related keywords: bcba, behavior analyst, board certified behavior analyst. Experience in training or supervising support staff.",Chicago
Educational Sales Coordinator (Work from Home),,Varsity Tutors,18.0,3.9,"Complete transactions and or schedule a follow-up conversations with prospective clients. Remote Position, fully work from home (or wherever you like!).",Chicago
Senior Data Engineer (Data Integration/Cloud/Hadoop),"Chicago, IL",zb.io,37.5,,Experience in building data marts to support different business units. Scala or Java experience preferred. Strong knowledge of data structures and algorithms.,Chicago
School Office Manager/Administrative Assistant - 52 weeks/year,,Elim Christian Services,20.0,4.0,"Coordinate hiring process with administrator for any open administrative assistant or receptionist positions. Schedule, prepare and distribute school leadership…",Chicago
Sr. Software Engineer-Data Streaming,"Chicago, IL",DSMH LLC,82.5,,Education Requirement Bachelor’s degree in Computer science or Electrical engineering or related field is required. -High Availability and Reliable Solutions*.,Chicago
Document Review Analyst,"Chicago, IL",KLDiscovery,20.0,3.8,High speed internet access and either a Mac or PC with Windows 7 or newer operating system is required. Prior experience in computer-based data entry preferred…,Chicago
Board Certified Behavior Analyst,,ASD Life ABA Therapy,60.0,,Have the opportunity to supervise those pursuing a BCBA or RBT certification. Update Behavior Plan and Treatment Plan weekly or monthly depending on client’s…,Chicago
Business Analyst III-Chicago Il-UALJP00009362,"Chicago, IL",ASAP Solutions,45.0,4.1,Can perform analysis on large and complex forms of data in order to make informed business and technical decisions.,Chicago
"ABA Therapist, Part Time","Bronzeville, IL",Apex Pediatric Therapy Services,20.0,,"Bachelor's degree in Psychology, Education, ABA or a related field. Complete daily paperwork and data collection notes in a detailed, accurate, and timely…",Chicago
IT Financial and Portfolio Analyst,"Chicago, IL",Skill Demand,40.0,,"Analytical skills are required performing business, data, and/or statistical analysis. Provide recommended actions based on analyzing and interpreting financial…",Chicago
Technical Support Analyst,"Lisle, IL 60532","Agilant Solutions, Inc",16.0,3.2,"Experience in data entry or with an IT Retailer or Supplier(e.g. Best Buy, Geek Squad, Office Max) is a plus. Any certifications such as A+ or MTA preferred but…",Chicago
Lock Desk Analyst,"Chicago, IL 60615 (Hyde Park area)","Panorama Mortgage Group,LLC",27.0,5.0, Liaison between management and other lines of business.  Bachelor’s degree or equivalent experience required. Works to maintain favorable relationships.,Chicago
ETF Compliance Analyst,"Wheaton, IL 60187 (Downtown area)",Innovator ETFs,22.5,,"0-2 years of operational or compliance-related experience preferred, or comparable role or demonstrated skill sets applied in a professional work environment.",Chicago
Client Specialist,,Internal Medicine,40.0,,Ability to compile and distill performance data into a clear business case for decision making. Personal protective equipment provided or required.,Chicago
Sr. Business Analyst - ERP,,Bunzl Retail Services,66.0,,"10+ years’ experience as a business analyst, IIBA certification preferred. B.S. in Computer Science or similar field or equivalent work experience.",Chicago
Business Analyst (LOS),"Conshohocken, PA",Piper Companies,40.0,4.5,Expert at creating functional specs through translation of business requirements. Gather and translate business requirements into functional specs for various…,Philadelphia
Data Entry Analyst,"Yardley, PA",Piper Companies,13.0,4.5,"Taking data from Excel into chart form. My client, a pharmaceutical technology company in Yardley, PA, is seeking a Data Entry Analyst for a 3 to 6 month…",Philadelphia
Program Records Analyst,"Philadelphia, PA 19107 (City Center East area)",Mental Health Partnerships,19.0,3.9,"Reports known conduct taken by any MHP employee (including self) which violates any MHP policy or law on which you have been trained, or should know of, such as…",Philadelphia
2021 Research & Development Fall Co-Op,"Fort Washington, PA",Johnson & Johnson Family of Companies,21.0,4.2,Assignment area and work-site location will be matched to business needs. Proven leadership/participation with campus programs and/or community service…,Philadelphia
Business Analyst (Financial Reporting),"Collegeville, PA",Piper Companies,60.0,4.5,Experience creating technical requirement documents through translation of business requirements. Act as the liaison between the business and IT teams.,Philadelphia
RBT,"Eagleville, PA 19408","Pediatric Therapeutic Services, Inc.",27.5,4.4,"Collects data on all programming as directed by the BCBA. Bachelor's Degree in Special Education, Psychology, or related field preferred. $25-$30/hr.",Philadelphia
Sr. Manager - Data Warehouse/ETL,"Collegeville, PA",Piper Companies,82.5,4.5,"Extensive experience with business intelligence (BI), analytics, and data warehousing. Hands on experience with data modeling and building data marts.",Philadelphia
2021 Research and Development Summer Internship,"Fort Washington, PA",Johnson & Johnson Family of Companies,21.0,4.2,Assignment area and work-site location will be matched to business needs. Proven leadership/participation with campus programs and/or community service…,Philadelphia
Security Operations Center Supervisor,"West Chester, PA 19380",Allied Universal,23.0,3.2,Associate’s degree or higher in law enforcement or criminal justice studies. Collect data and prepare performance metrics presentations.,Philadelphia
.NET Software Engineer,"Oaks, PA",Piper Companies,67.5,4.5,Experience utilizing Docker or other test-oriented tools is helpful. NET space. This individual will be working to migrate private funds and equity data onto an…,Philadelphia
Data Entry Specialist,"Langhorne, PA",Piper Companies,13.0,4.5,"Analyze policy requirements to extract data for loading into enterprise database. Experience working with Excel data – compiling, verifying, analyzing data.",Philadelphia
ASSISTANT/ASSOCIATE ENGINEER (DEVELOPMENT),"Las Vegas, NV 89122 (Whitney area)",Clark County Water Reclamation District,38.5,4.2,"This class is responsible for providing assistance to higher level engineers in the areas of research, data collection, project administration and preparation…",Las Vegas
PROGRAMMER ANALYST I/II,"Las Vegas, NV","Clark County, NV",35.0,4.1,Uses standard office equipment in the course of the work; may drive a personal or County motor vehicle or be able to provide for appropriate transportation…,Las Vegas
Applications Programmer Analyst I/II,"Las Vegas, NV 89110 (Sunrise Manor area)",Southern Nevada Health District,37.5,3.2,Develop and maintain the organization’s relational database systems; develop database backup and recovery plans; manage the database structure; perform…,Las Vegas
PLANNING TECHNICIAN,"Las Vegas, NV","Clark County, NV",24.5,4.1,"The planning tech researches land use applications, such as waivers, design reviews and zone changes and also includes reviewing recorded plat or parcel maps…",Las Vegas
"Student Intern, Engineering (Las Vegas)","Las Vegas, NV 89146 (Buffalo area)",NV Energy,18.0,3.8,All students must provide transcripts and verification of college/university enrollment in order to begin or continue employment.,Las Vegas
Unarmed Security Officer,"Las Vegas, NV",Strategic Security Corp,12.0,3.1,Sound alarms or calls police or fire department in case of fire or presence of unauthorized persons. Watch for irregular or unusual conditions that may create…,Las Vegas
Pharmacy 340B Specialist,"Las Vegas, NV",University Medical Center of Southern Nevada,22.0,3.7,Equivalent to graduation from high school; three (3) years of experience as a pharmacy technician and three (3) years of experience as a 340B analyst or…,Las Vegas
SENIOR SURVEY TECHNICIAN,"Las Vegas, NV","Clark County, NV",28.5,4.1,"Provides supervision, work direction and training to a team or crew on a project or relief basis. This examination will establish an Open Competitive and…",Las Vegas
Lead Instructor-Digital Marketing Analyst FY 2021,"Las Vegas, NV 89146 (Buffalo area)",College of Southern Nevada,40.0,4.3,At least 2 years professional experience in Digital Marketing or similar. Passion for helping change the life trajectories of unemployed and/or at-risk youth.,Las Vegas
Armed Security Officer,"Las Vegas, NV",Strategic Security Corp,22.0,3.1,Sound alarms or calls police or fire department in case of fire or presence of unauthorized persons. Watch for irregular or unusual conditions that may create…,Las Vegas
Wireless Tower Crew Lead - Foreman,"Las Vegas, NV 89113",DISH,28.0,3.2,Write routine reports and business correspondence. Write routine reports and business correspondence. Speak effectively before employees of the organization…,Las Vegas
Sr Data Engineer,"Las Vegas, NV 89119 (Paradise area)",eProSoft America Inc,65.0,,Automate the creation of data marts using ETLs. Knowledge of AWS or Azure Functions (serverless compute)• * Agile (Scrum) development – ability to accurately…,Las Vegas
Senior Survey Technician,"North Las Vegas, NV 89030 (North Last Vegas area)",City of North Las Vegas,24.0,3.8,High school diploma or equivalent and three or more years of related experience in land surveying activities. Computes and reviews traversed closures.,Las Vegas
Data Analyst,"Las Vegas, NV 89102 (Rancho Charleston area)",UNLV Medicine,42.0,2.6,"Models data using MS Excel, Access, SQL, and/or other data warehouse analytical tools. Reviews data to determine operational impacts and needed actions;…",Las Vegas
Educational Sales Coordinator (Work from Home),"Las Vegas, NV",Varsity Tutors,18.0,3.9,"Complete transactions and or schedule a follow-up conversations with prospective clients. Remote Position, fully work from home (or wherever you like!).",Las Vegas
IT Support Engineer & Consultant,"Las Vegas, NV",Promenet Inc,28.5,3.2,"Previous experience with ticketing systems, such as Autotask or ConnectWise. We have sales force fully remote, and many engineers also are as well.",Las Vegas
Blunt Machine Engineer,"Henderson, NV 89011 (Midway area)",Twelve Twelve Cultivation,18.5,,"Personal protective equipment provided or required. High school or equivalent (Preferred). Sanitizing, disinfecting, or cleaning procedures in place.",Las Vegas
Digital Applications Specialist,"Las Vegas, NV 89121 (Winchester area)",One Nevada Credit Union,21.5,,"A Bachelor’s degree in management information systems, computer science, or closely related field; or three years of progressively responsible experience in…",Las Vegas
Manager,"Las Vegas, NV 89119","Chick-fil-A | Las Vegas, NV",15.5,4.0,"Displays maturity, wisdom and emotional intelligence. Work closely with the CEO of the business. In depth coaching and leadership development.",Las Vegas
Bookkeeper,"Las Vegas, NV",RG Alliance,16.0,,Ability to analyze data and highlight inconsistencies. High school or equivalent (Preferred). Maintain accurate data entry into clients’ software(s) as needed.,Las Vegas
Public Relations Coordinator,"Las Vegas, NV",84 Communications,17.5,,"Participate in new business opportunities – either with research, creation of proposal or attending/having a role in the meetings.",Las Vegas
Historical Research Associate - City Directories - Las Vegas,"Las Vegas, NV",ERIS Info.,14.0,,"Bachelor’s Degree or student of an accredited College or University preferred. ERIS delivers accurate, affordable, comprehensive on-demand database research…",Las Vegas
Lock Desk Analyst,"Las Vegas, NV 89145 (Angel Park Lindell area)","Panorama Mortgage Group,LLC",27.0,5.0, Liaison between management and other lines of business.  Bachelor’s degree or equivalent experience required. Works to maintain favorable relationships.,Las Vegas
Student Coordinator (Contract),"Las Vegas, NV",Remind,17.0,,"Experience in customer experience, business development, or account management, preferably at a fast growing company or start up.",Las Vegas
Clinical Lab Scientist,"Las Vegas, NV 89148 (Spring Valley area)",CUUR Diagnostics,45.0,,Personal protective equipment provided or required. Checks lot numbers when restocking instruments or starting new kits. Abstract thinking to drive development.,Las Vegas
Jr. Machine Learning Engineers,"Las Vegas, NV",Enhance IT,37.5,3.1," Experience in machine learning, artificial intelligence and/or artificial neural networks.  Strong Proficiency in Python or Java programming language, or…",Las Vegas
Cyber Security Analyst - II,"Las Vegas, NV","Tripod Technologies, Pvt. Ltd",45.0,,"Must be able to obtain and maintain a Nevada Gaming Control Board Registration and any other certification or license, as required by law or policy.",Las Vegas
Personal Health Assistant - RMA CMA,"Las Vegas, NV 89106 (West Las Vegas area)",Arkos Health,15.0,,Two or more years of healthcare experience (preferred). Two or more years of experience with electronic medical records (preferred).,Las Vegas
Information Technology Hardware Assistant SNV-135,"Las Vegas, NV 89119 (Paradise area)",NOWCC,12.0,,Troubleshoot IT related problems directly or forward problem to someone within the IT team. Assist network engineer/sys admin with maintenance and installation…,Las Vegas
Line Cook and Prep Cook,"Las Vegas, NV 89139 (Enterprise area)",Dirt Dog,11.5,4.1,We've been in business for 6 years and have 5 locations with another location set to open in Commerce (CA) and East Sahara (NV) in 2021.,Las Vegas
Medical Assistant in Call Center - RMA/CMA,"Las Vegas, NV 89106 (West Las Vegas area)",Arkos Health,15.0,,Two or more years of healthcare experience (preferred). Two or more years of experience with electronic medical records (preferred).,Las Vegas
Registered Behavior Technician,"North Las Vegas, NV 89030 (North Last Vegas area)",Proud Moments,26.0,3.5,Minimum of high school diploma or equivalent. Collect data to monitor the progress and effectiveness of the individualized treatment plan.,Las Vegas
PV Plant Performance Analyst - Various locations within the US - See below,"Las Vegas, NV",CAMS,15.0,3.7,One or more year of experience working in a performance analyst role. Experience performing data driven component analysis or engineering system analysis.,Las Vegas
REGISTERED BEHAVIOR TECHNICIAN - NEW CENTER OPENING!,"Las Vegas, NV",The Hamilton Center,19.0,,Collect and maintain appropriate behavior data. RBT certification has already been obtained or will be obtained with 60 days of employment.,Las Vegas
Construction Planner,"Las Vegas, NV",WIVERSE,30.5,3.7,"Negotiates and approves design or construction changes. High school or equivalent (Preferred). Initiates customer contacts, coordinates and/or secures access or…",Las Vegas
Registered Behavior Technician (RBT),"Las Vegas, NV 89130 (North Cheyenne area)",Creative Behavioral Connections,19.5,5.0,"Some college courses in general or Special Education, Psychology, Sociology or a related human services field. Knowledge of Word, Excel and Outlook systems.",Las Vegas
Registered Behavior Technician (RBT),"Las Vegas, NV",Lacuna Autism Services,18.0,,"O Collect and input data accurately and timely. As part of our commitment to the world-class clinicians, we offer a full benefits plan with generous time off.",Las Vegas
Information Technology Hardware Assistant,"Las Vegas, NV",National Older Worker Career Center,13.0,,Troubleshoot IT related problems directly or forward problem to someone within the IT team. Assist network engineer/sys admin with maintenance and installation…,Las Vegas
Configuration Data Analyst,"Redondo Beach, CA 90278","Excelraise, LLC",87.5,,B. Perform CM Program Release by reviewing & approving program data for adherence to CM policies & contractual mandates.,Los Angeles
Data Analyst,"Los Angeles, CA",Fillgood,18.0,,Identify and extrapolate data promptly and precisely to answer business requests as needed. This position will work closely with the Distribution Manager to…,Los Angeles
Data Center Engineer,"El Segundo, CA 90245",UPPER LLC,37.5,,UPPER holds a database of qualifying engineers.,Los Angeles
Administrative Analyst I,"Los Angeles, CA 90057 (Westlake area)",Housing Authority City of Los Angeles,38.5,4.5,"Perform research, observe operations; analyze and consolidate data from a variety of sources. Develop new and improved programs, systems and procedures as a…",Los Angeles
Data Engineer,"Los Angeles, CA",Syeta Inc,57.5,,"Good to have Snowflake or redshift. Data engineer: 9 years (Required). Snowflake or redshift: 3 years (Required). Job Types: Full-time, Contract.",Los Angeles
Data Entry Analyst,"Manhattan Beach, CA 90266","Genz & Associates, LLC",19.0,,"Personal protective equipment provided or required. Sanitizing, disinfecting, or cleaning procedures in place. Ability to work 40 hours a week.",Los Angeles
Data Analyst School Police,"Los Angeles, CA",Los Angeles Unified School District,23.0,4.0,Reviews data for errors or inconsistencies. Or its equivalent or possession of a two-year or four-year college degree. Collection and compilation of data.,Los Angeles
Data Scientist/Machine Learning Engineer,"Los Angeles, CA",DataPlatformExperts Inc,62.5,,Train the data management team on new or updated procedures. Knowledge of data query and data processing tools (T- SQL). Minimum Education Required - BA/BS.,Los Angeles
Information Technology Business Analyst I,"Los Angeles, CA 90057 (Westlake area)",Housing Authority City of Los Angeles,44.5,4.5,"Analyze IT business systems processes, database and programming requirements to. Duties and responsibilities include the implementation and integration of…",Los Angeles
Business Analyst,"Los Angeles, CA",Park Computer Systems Inc,42.5,,4 years’ experience as a Business Analyst or a Product Owner. A minimum of a Bachelor’s degree in Computer Science or related software engineering discipline.,Los Angeles
Sr. FPGA Engineer/Developer,,"Creative Digital Systems Integration, Inc.",57.5,,US Citizenship or Permanent Resident status. Design verification via digital scopes such as SignalTap or Chipscope. Accurate code and interface documentation.,Los Angeles
Big Data Engineer,"Pasadena, CA 91101 (South area)",AGM Tech Solutions,64.0,,"In this position you will develop new data management, business intelligence and analytics capabilities that provide business with new insights for their…",Los Angeles
Data Center Technician,"Los Angeles, CA",Los Angeles Unified School District,27.0,4.0,Courses in computer science or a related field. Workload Scheduler or Control M is highly preferable. Malfunctions and other systems errors to management or the…,Los Angeles
Financial Analyst II,,Workforce Logiq,32.0,3.1,Produce monthly actual-to-budget reporting by (1) preparing variance reports using data insights to identify trends and (2) identifying pertinent financial…,Los Angeles
IT Business Efficiency Analyst,"Los Angeles, CA",Los Angeles Unified School District,36.0,4.0,Degree in computer information systems or business information. Two years of experience in the analysis of data using application tools or.,Los Angeles
Business Data Analyst,,TCS,75.0,3.8,"Need a solid foundation in data governance, management, lineage and related data management, QA, and UAT processes. AxiomSL experience is a huge plus.",Los Angeles
Azure Cloud Data & Integration Engineer,"Los Angeles, CA",DataPlatformExperts Inc,57.5,,"Understand Society’s overall data estate, technology operations, business priorities and success measures to implement data solutions.",Los Angeles
Licensing & Compliance Administrator,"Culver City, CA 90230 (Fox Hills area)","Security Industry Specialists, Inc.",21.0,3.4,Bachelor’s Degree or equivalent work experience. Audit employee files to confirm the validity of data compliance with regulations.,Los Angeles
Front Office Coordinator,"Los Angeles, CA","A10 Networks, Inc.",26.5,,Observing best business practices and etiquette. High school or equivalent (Preferred). Gain insight into application performance with using A10’s connected…,Los Angeles
Associate Financial Analyst,"Los Angeles, CA",Los Angeles Unified School District,29.0,4.0,"Or equivalent in accounting, public or business administration,. Budget, financial, or administrative data. Utilizes or supervises the utilization of a computer…",Los Angeles
Building Engineer,,GSH Group,30.0,3.5," Operation, maintenance and repair of pumps handling brines or other secondary. Appurtenances and lines used in the distribution of steam and heated or…",Los Angeles
Health Program Analyst I (PEH Health Program Analyst),"Los Angeles, CA",Heluna Health,42.0,3.7,"Bachelor's Degree from an accredited college or university in either Public Health Administration, Epidemiology, Public Health Statistics, Public Health…",Los Angeles
Music Copyright Data Analyst,"Woodland Hills, CA 91367","Music Reports, Inc.",16.0,,Data entry responsibilities will include matching sound recordings to musical works or transcribing music cue sheets into a database.,Los Angeles
Licensed Mental Health Therapist,,Foresight Mental Health,50.0,,"Masters or doctoral degree from an accredited university or professional school of Counseling, Social Work or Marriage and Family Therapy.",Los Angeles
Logistics Analyst,"Carson, CA",Anheuser-Busch,26.0,3.8,"Tracking of outstanding shipments by contacting logistics and/or freight dispatches. Experience in order management, inventory reconciliation, data integrity…",Los Angeles
Supply Technician,"Los Angeles, CA",Sanford Federal Inc.,19.0,3.5,High school or equivalent (Preferred). Contractor shall pull stock inventory and material from main inventory for delivery; replenish stock inventory;…,Los Angeles
"CLERK, NC","Los Angeles County, CA",Los Angeles County Department of Human Resources,16.0,4.1,"Minimum Requirement: No training or experience is required. Organize, sort, arrange and/or file records/documents/correspondence in alphabetical, numerical,…",Los Angeles
Configuration Analyst,"Redondo Beach, CA 90278","Excelraise, LLC",67.5,,Program Configuration Data Management (CDM) representative will oversee and manage Spacecraft and/or Payload Systems Engineering CDM activities as part of an…,Los Angeles
Administrative Assistant - Sales Department-Cannabis Industry,"Los Angeles, CA 90012 (Central City East area)","Shryne Group, Inc.--STIIIZY",18.0,,College preferred or equivalent experience. Candidates must reside in Los Angeles or surrounding areas. Execute sales strategies under the guidance of sales…,Los Angeles
BI Developer,"Santa Monica, CA 90404 (Mid-City area)",WeVision LLC,65.0,,"Collaborate with data product managers, data architects and data engineers to design, implement, and deliver successful business intelligence solutions.",Los Angeles
Staff Engineer (Verification),"Brea, CA",Quadrant Resource,45.0,,Participate in executing technical and/or cross-functional project work. BS degree in engineering is required (Mechanical or Biomedical Engineering preferred).,Los Angeles
Public Health Data Scientist,,"Healthcare Staffing Professionals, Inc.",53.0,4.6,"A master’s degree from an accredited college or university in a field of applied research such data science, machine learning, mathematics, psychology,…",Los Angeles
Office Administrator,"Rolling Hills Estates, CA 90274",Rolling Hills Country Club,28.0,3.8,Experience with state data systems and/or relational databases is desirable. Maintain H.R.I.S. database and records for employees.,Los Angeles
Police Community Service Officer,"Vernon, CA 90058",City of Vernon,27.0,3.8,Prepares basic criminal reports; uses a computer terminal or personal computer to enter and retrieve data. Possession of or ability to obtain within designated…,Los Angeles
RF Drive Test Engineer,"Los Angeles, CA",Pentangle Tech,25.0,,"Conduct RF data collection by drive Testing. High school or equivalent (Preferred). Conduct E911, Speed Test, PING Test, 3 call sequence using GNET Tracker.",Los Angeles
Kickass Genesys Solution Developer Remote 1 Year Contract,"Los Angeles, CA",Recruiting for Good,80.0,,"Prefer someone who lives in LA, will consider candidates who live in the US to work remotely (must have at least 1 year of experience working remotely, must…",Los Angeles
GEOSPATIAL INTELLIGENCE IMAGERY ANALYST,"Carson, CA 90746",Army,28.0,4.3,"High school or equivalent (Preferred). As a Geospatial Intelligence Imagery Analyst, you’ll analyze visual data to provide Army leadership with critical…",Los Angeles
Reporting and Data Analyst,,eSquared Communication Consulting,18.0,,"1-2 year’s prior experience in data entry, data analytics and/or administrative professional office environment. Social distancing guidelines in place.",Phoenix
Data Engineer Immuta (Data Access & Policies),"Phoenix, AZ","Hierarch Soft Technologies Inc,",52.5,,ETL process and data flow experience. Candidate should have good experience in Data Policies/access and if not Immuta than any other enterprise data Access…,Phoenix
Data Engineer,"Tempe, AZ 85281",AGM Tech Solutions,64.0,,"In this position you will develop new data management, business intelligence and analytics capabilities that provide business with new insights for their…",Phoenix
Data Engineer Dataguise (Data Discovery & Classification),"Phoenix, AZ","Hierarch Soft Technologies Inc,",52.5,,ETL process and data flow experience. ETL process and data flow experience. Candidate should have good experience in *Data discovery & classification and if not…,Phoenix
Data Entry Administrator,"Tempe, AZ 85281",VB,16.0,,"Verifying detailed tax data from documents and returns; matching to database recorded entries. Accounting, Business or related degree or education in progress…",Phoenix
Supply Chain Data Analyst,"Scottsdale, AZ",Aleron,33.0,4.2,Focus will be on the data analytics piece vs. a buyer or SCM mgmt. Power BI is the tool we are using or SQL or MicroStrategy experience is preferred.,Phoenix
"Intern (Associate Market Analyst, Business Development)","Phoenix, AZ",Pearson,20.0,3.7,Perform market research and analysis. Evaluate costs and benefits of multiple actions and/or solutions and provide data-driven recommendations.,Phoenix
"Research Data Support Specialist I, AEMRC (College of Medicine-Phoenix)","Phoenix, AZ (Central City area)",University of Arizona,14.0,4.3,"Provide data and reports to researches, administrators and others as requested. High school diploma or equivalent, or equivalent learning attained through…",Phoenix
Workforce Analyst,,OnTrac,19.0,3.1,Performs any other task or assignment as deemed necessary by the organization. Provide recommendations on staffing based on historical/trending call data.,Phoenix
Junior Developer,"Phoenix, AZ 85043 (Estrella area)",TEKletics,15.0,,"Experience working on data or business analytics projects. Successful completion of courses in any information technology or in business, computers, engineering…",Phoenix
Cloud Database Engineer,"Phoenix, AZ 85012 (Alhambra area)",VIVA USA Inc,56.5,,"Designs databases, repositories, operational data stores, data warehouses and data marts. Cloud Data Engineer collaborate with business stakeholders to identify…",Phoenix
"Financial Analyst - Mesa, AZ",,NextCare Urgent Care,32.0,3.0,Personal protective equipment provided or required. Compile data for the Executive management team. Analyze data and identify areas for improvement.,Phoenix
Data Analyst Intern,,"Novacoast, Inc.",17.0,3.3,"Build industry knowledge through mentorship opportunities and from working with a varied team of data analysts, developers, and engineers.",Phoenix
Business Systems Analyst,,Phoenix Staff Inc,37.5,,Forming a strong partnership with both business and technical resources on all assigned efforts and by acting as the interpreter between business and technical…,Phoenix
